CUI,STR
C4303989,"Brachytelephalangy, facial dysmorphism, Kallmann syndrome"
C4304008,Osteoarthritis of joint of right ankle and/or foot
C4304017,Osteoarthritis of joint of left ankle
C4304018,Osteoarthritis of right knee joint
C4304019,Autosomal recessive limb girdle muscular dystrophy type 2K
C4304020,Autosomal recessive limb girdle muscular dystrophy type 2G
C4304021,Autosomal dominant macrothrombocytopenia
C4304022,Attenuated Chédiak-Higashi syndrome
C4304023,Ataxia with deafness and intellectual disability syndrome
C4304024,Arterial dissection and lentiginosis syndrome
C4304026,Deafness and myopia syndrome
C4304030,Arachnodactyly and intellectual disability with facial dysmorphism syndrome
C4304031,Aplasia cutis congenita with intestinal lymphangiectasia syndrome
C4304032,Aplasia cutis with myopia syndrome
C4304033,Aphalangy and syndactyly with microcephaly syndrome
C4304035,Anophthalmia and megalocornea with cardiopathy and skeletal anomalies syndrome
C4304036,Ankylosing vertebral hyperostosis with tylosis syndrome
C4304037,Annular atrophic lichen planus
C4304050,Bilateral osteoarthritis of first carpometacarpal joint
C4304052,Aniridia and intellectual disability syndrome
C4304054,Adult-onset autosomal recessive sideroblastic anemia
C4304055,Adducted thumbs and arthrogryposis syndrome Christian type
C4304057,Acute infantile liver failure due to synthesis defect of mitochondrial deoxyribonucleic acid encoded protein
C4304059,Tendinitis of right posterior tibial tendon
C4304060,Osteoarthritis of joint of right hand
C4304069,Osteoarthritis of right hip joint
C4304070,Osteoarthritis of joint of left hand
C4304075,Osteoarthritis of left knee joint
C4304080,Minimal major depression
C4304081,Minimal major depression single episode
C4304082,Moderately severe major depression single episode
C4304083,Moderately severe recurrent major depression
C4304084,Minimal recurrent major depression
C4304094,Acrofacial dysostosis Kennedy Teebi type
C4304125,Azoospermia caused by chemotherapy
C4304131,Allergy to tree nut
C4304143,Benign phyllodes neoplasm of right breast
C4304144,Primary seminoma
C4304145,Primary adenocarcinoma of lower lobe of right lung
C4304147,Internal impingement of right shoulder
C4304148,Internal impingement of left shoulder
C4304158,Tenosynovitis of right radial styloid
C4304159,Tenosynovitis of left radial styloid
C4304160,Squamous cell carcinoma of right lung
C4304161,Primary squamous cell carcinoma of skin of right lower limb
C4304162,Primary squamous cell carcinoma of skin of left lower limb
C4304164,Primary seminoma of right testis
C4304165,Primary seminoma of left testis
C4304166,Primary basal cell carcinoma of right lower limb
C4304167,Primary basal cell carcinoma of right eyelid
C4304168,Primary basal cell carcinoma of right ear
C4304169,Primary basal cell carcinoma of left lower limb
C4304170,Primary basal cell carcinoma of left eyelid
C4304171,Primary basal cell carcinoma of left ear
C4304172,Malignant melanoma of right choroid
C4304173,Malignant melanoma of left choroid
C4304174,Lipoma of right upper limb
C4304175,Lipoma of right lower limb
C4304176,Lipoma of left upper limb
C4304177,Lipoma of left lower limb
C4304178,Intraductal papilloma of right breast
C4304179,Intraductal papilloma of left breast
C4304180,Dermatofibroma of right lower limb
C4304181,Dermatofibroma of left lower limb
C4304183,Angiomyolipoma of right kidney
C4304184,Angiomyolipoma of left kidney
C4304188,Osteoarthritis of joint of left shoulder region
C4304196,Craniosynostosis with Dandy-Walker malformation and hydrocephalus syndrome
C4304257,Venous stasis edema of bilateral lower limbs
C4304260,Renal papillary necrosis caused by analgesic drug
C4304286,Microphthalmia with brain atrophy syndrome
C4304299,Autosomal dominant limb girdle muscular dystrophy type 1G
C4304300,Autosomal dominant limb girdle muscular dystrophy type 1F
C4304301,Autosomal dominant limb girdle muscular dystrophy type 1E
C4304302,Autosomal dominant limb girdle muscular dystrophy type 1D
C4304304,Autosomal dominant limb girdle muscular dystrophy type 1A
C4304307,Intractable diarrhea with choanal atresia and eye anomaly syndrome
C4304308,Glaucoma and sleep apnea syndrome
C4304313,Primary malignant neoplasm of both ovaries
C4304315,Taurodontia with absent teeth and sparse hair syndrome
C4304338,X-linked sideroblastic anemia with spinocerebellar ataxia
C4304344,Trichodysplasia with amelogenesis imperfecta syndrome
C4304347,Timothy syndrome type 2
C4304367,Immunodeficiency caused by long term therapeutic use of drug
C4304383,Influenza caused by pandemic influenza virus
C4304387,Acute infectious conjunctivitis
C4304396,Ulceration of umbilical cord and atresia of intestine syndrome
C4304397,Morava Mehes syndrome
C4304398,Congenital hypoplasia of ulna and intellectual disability syndrome
C4304399,Tubular renal disease with cardiomyopathy syndrome
C4304400,X-linked hereditary sensory and autonomic neuropathy with deafness
C4304402,Visceral neuropathy and brain anomaly with facial dysmorphism and developmental delay syndrome
C4304406,"X-linked intellectual disability, macrocephaly, macroorchidism syndrome"
C4304407,X-linked intellectual disability with acromegaly and hyperactivity syndrome
C4304408,"Ventricular extrasystoles with syncope, perodactyly and Robin sequence syndrome"
C4304411,Xeroderma pigmentosum and Cockayne syndrome complex
C4304413,X-linked mendelian susceptibility to mycobacterial disease
C4304419,Brown-Sequard syndrome at C4 level
C4304441,Allergy to mango fruit
C4304443,Benign phyllodes neoplasm of left breast
C4304446,Adult gonococcal conjunctivitis
C4304457,Acute follicular conjunctivitis of bilateral eyes
C4304474,Psychosis co-occurrent and due to Parkinson's disease
C4304499,Multiple epiphyseal dysplasia Beighton type
C4304500,Multiple epiphyseal dysplasia Al-Gazali type
C4304501,Gingival fibromatosis with facial dysmorphism syndrome
C4304502,Distal monosomy 10p
C4304504,8q12 microduplication syndrome
C4304505,8p11.2 deletion syndrome
C4304506,Non-obstructive atherosclerosis of coronary artery
C4304508,Primary sarcoma of left lower limb
C4304511,Primary basal cell carcinoma of left upper limb
C4304514,6q terminal deletion syndrome
C4304515,Primary adenocarcinoma of head of pancreas
C4304516,Primary adenocarcinoma of body of stomach
C4304517,Primary adenocarcinoma of body of pancreas
C4304518,Primary adenocarcinoma of ascending colon
C4304519,Oncocytoma of right kidney
C4304520,Oncocytoma of left kidney
C4304521,Adenocarcinoma of right lung
C4304526,5q35 microduplication syndrome
C4304527,6q25 microdeletion syndrome
C4304528,6p22 microdeletion syndrome
C4304529,5q14.3 microdeletion syndrome
C4304530,4q21 microdeletion syndrome
C4304531,2q32q33 microdeletion syndrome
C4304532,2q23.1 microdeletion syndrome
C4304537,2p21 microdeletion syndrome
C4304538,2p15p16.1 microdeletion syndrome
C4304539,20p12.3 microdeletion syndrome
C4304540,1q44 microdeletion syndrome
C4304577,19q13.11 microdeletion syndrome
C4304578,1p21.3 microdeletion syndrome
C4304579,19p13.12 microdeletion syndrome
C4304581,Absence of fingerprints with congenital milia syndrome
C4304583,Moderately severe depression
C4304584,Moderately severe major depression
C4304586,Acute lacrimal canaliculitis of left eye region
C4304590,Bilateral acute iritis
C4304591,17q23.1q23.2 microdeletion syndrome
C4304592,Adhesion of pupillary membrane of left eye
C4304593,Adhesion of pupillary membrane of right eye
C4304594,16q24.3 microdeletion syndrome
C4304595,16p13.11 microduplication syndrome
C4304596,16p13.11 microdeletion syndrome
C4304597,16p11.2p12.2 microdeletion syndrome
C4304633,Primary sarcoma
C4304634,Allergic contact dermatitis of right lower eyelid
C4304636,Allergic contact dermatitis of left lower eyelid
C4304638,Allergic contact dermatitis of right eyelid
C4304640,Allergic contact dermatitis of left eyelid
C4304641,17p13.3 microduplication syndrome
C4304642,17q11.2 microduplication syndrome
C4304644,Acute multifocal placoid pigment epitheliopathy of right eye
C4304645,Acute multifocal placoid pigment epitheliopathy of left eye
C4304646,Bilateral acute multifocal placoid pigment epitheliopathy
C4304648,Bilateral acute lacrimal canaliculitis
C4304649,Acute lacrimal canaliculitis of right eye region
C4304650,Acute conjunctivitis of right eye caused by chemical substance
C4304651,Acute conjunctivitis of left eye caused by chemical substance
C4304654,Adhesion of pupillary membrane of bilateral eyes
C4304659,Acute anterior uveitis of bilateral eyes
C4304661,Bilateral acute dacryoadenitis
C4304663,Acute conjunctivitis of bilateral eyes caused by chemical substance
C4304665,Acute anterior uveitis of right eye
C4304666,Candidiasis of upper respiratory tract co-occurrent with human immunodeficiency virus infection
C4304667,Benign concentric annular macular dystrophy
C4304668,Benign exophthalmos syndrome
C4304669,Autosomal dominant palmoplantar keratoderma and congenital alopecia
C4304670,Autosomal dominant focal dystonia DYT25 type
C4304671,Autosomal dominant Charcot-Marie-Tooth disease type 2N
C4304672,Autosomal dominant Charcot-Marie-Tooth disease type 2M
C4304673,Autosomal dominant Charcot-Marie-Tooth disease type 2L
C4304675,Autosomal dominant Charcot-Marie-Tooth disease type 2F
C4304704,Cleft palate with short stature and vertebral anomaly syndrome
C4304714,Cone dystrophy with supernormal rod response
C4304715,Congenital bile acid synthesis defect type 3
C4304723,Influenza caused by seasonal influenza virus
C4304724,Late-onset junctional epidermolysis bullosa
C4304725,Leber plus disease
C4304726,15q11q13 microduplication syndrome
C4304733,Allergy to kiwi fruit
C4304738,Cleft palate with stapes fixation and oligodontia syndrome
C4304741,Lethal Larsen-like syndrome
C4304743,Leukoencephalopathy with metaphyseal chondrodysplasia syndrome
C4304744,Leukoencephalopathy co-occurrent with bilateral anterior temporal lobe cysts
C4304745,Lethal recessive chondrodysplasia
C4304746,Lethal hemolytic anemia and genital anomaly syndrome
C4304748,Malignant hyperthermia with arthrogryposis and torticollis syndrome
C4304757,Infection of eye caused by Avian Paramyxovirus 1
C4304780,Chronic symmetric plasma cell osteomyelitis
C4304808,Acquired dysarthria
C4304809,Acquired receptive language impairment
C4304813,Acute anterior uveitis of left eye
C4304819,Steatocystoma multiplex with natal tooth syndrome
C4304823,Persistent placoid maculopathy
C4304829,Primary ciliary dyskinesia and retinitis pigmentosa syndrome
C4304830,Primary dystonia type 13
C4304831,Progressive sensorineural hearing loss and hypertrophic cardiomyopathy syndrome
C4304832,Primary pigmented nodular adrenocortical disease
C4304839,Progressive non-infectious anterior vertebral fusion
C4304840,Progressive cavitating leukoencephalopathy
C4304887,Spondylometaphyseal dysplasia with cone-rod dystrophy syndrome
C4304914,Symmetrical thalamic calcification
C4304915,Syndromic X-linked intellectual disability due to JARID1C mutation
C4304916,Syndromic X-linked intellectual disability type 7
C4304917,X-linked intellectual disability and epilepsy with progressive joint contracture and facial dysmorphism syndrome
C4304918,X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome
C4304919,X-linked intellectual disability with hypogammaglobulinemia and progressive neurological deterioration syndrome
C4304934,Prieto Badia Mulas syndrome
C4304935,X-linked intellectual disability with cubitus valgus and dysmorphism syndrome
C4304937,X-linked intellectual disability with cerebellar hypoplasia syndrome
C4304957,Peripheral angiopathy due to type 1 diabetes mellitus
C4304958,Hyperparathyroidism due to end stage renal disease on dialysis
C4304962,Autosomal recessive palmoplantar keratoderma and congenital alopecia syndrome
C4304963,Autosomal recessive spastic paraplegia type 39
C4304964,Congenital cataract with ataxia and deafness syndrome
C4304968,Trigonocephaly with broad thumb syndrome
C4304969,Trigonocephaly with bifid nose and acral anomaly syndrome
C4304995,Recurrent squamous cell carcinoma
C4304999,14q11.2 microdeletion syndrome
C4305000,Orbital leiomyoma
C4305002,VACTERL syndrome with hydrocephalus
C4305003,Uveal coloboma with cleft lip and palate and intellectual disability syndrome
C4305021,X-linked intellectual disability Abidi type
C4305022,X-linked intellectual disability Armfield type
C4305023,X-linked intellectual disability Cantagrel type
C4305024,X-linked intellectual disability Cilliers type
C4305025,X-linked intellectual disability Miles Carpenter type
C4305026,X-linked intellectual disability Pai type
C4305027,X-linked intellectual disability Schimke type
C4305028,X-linked intellectual disability Wilson type
C4305062,Blepharitis of left eyelid
C4305072,X-linked intellectual disability Van Esch type
C4305074,X-linked intellectual disability Turner type
C4305075,X-linked intellectual disability Stoll type
C4305076,X-linked intellectual disability Stocco Dos Santos type
C4305077,X-linked intellectual disability Stevenson type
C4305078,X-linked intellectual disability Siderius type
C4305081,X-linked intellectual disability Shrimpton type
C4305085,Syndromic X-linked intellectual disability type 11
C4305088,X-linked intellectual disability Seemanova type
C4305089,X-linked recessive intellectual disability and macrocephaly with ciliary dysfunction syndrome
C4305103,Chromosome Xq27.3q28 duplication syndrome
C4305104,Zellweger-like syndrome without peroxisomal anomaly
C4305131,Cataract glaucoma syndrome
C4305132,Autosomal recessive limb girdle muscular dystrophy type 2E
C4305133,X-linked neurodegenerative syndrome Bertini type
C4305134,Fried syndrome
C4305135,X-linked neurodegenerative syndrome Hamel type
C4305139,X-linked intellectual disability with ataxia and apraxia syndrome
